ID,Name,Link,EIN,Overall Rating,Program Expenses,Administrative Expenses,Fundraising Expenses,Fundraising Efficiency,Working Capital Ratio (years),Program Expenses Growth,Liabilities to Assets,Independent Voting Board Members,No Material diversion of assets,Audited financials prepared by independent accountant,Does Not Provide Loan(s) to or Receive Loan(s) From related parties,Documents Board Meeting Minutes,Provided copy of Form 990 to organization's governing body in advance of filing,Conflict of Interest Policy,Whistleblower Policy,Records Retention and Destruction Policy,CEO listed with salary,Process for determining CEO compensation,Board Listed / Board Members Not Compensated,Donor Privacy Policy,Board Members Listed,Audited Financials,Form 990,Key staff listed
6402,Property and Environment Research Center - MT,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10623,81-0393444,90.88,0.7350,0.1550,0.1080,0.11,2.2,0.0630,0.0080,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6403,ProPublica - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13005,14-2007220,97.17,0.8420,0.1110,0.0460,0.02,2.51,0.1630,0.0190,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6404,Prospect Park Alliance - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8340,11-2843763,83.78,0.7880,0.0920,0.1180,0.24,1.82,0.0150,0.0890,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6405,Prostate Cancer Foundation - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3326,95-4418411,85.32,0.8240,0.0610,0.1130,0.11,0.71,-0.0470,0.4290,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6406,Proverbs 31 Ministries - NC,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15838,56-1989197,89.41,0.7570,0.1690,0.0730,0.12,0.99,0.4290,0.0590,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
6407,Provide - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16329,04-3298538,94.31,0.8210,0.1130,0.0650,0.07,1.49,0.2490,0.0350,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
6408,Providence Animal Center - PA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16389,23-1440112,93.59,0.7080,0.1980,0.0930,0.13,3.62,0.0930,0.0190,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6409,Providence Animal Rescue League - RI,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7554,05-0262712,84.57,0.7210,0.1330,0.1450,0.32,2.62,0.0140,0.0150,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6410,Providence Child Center Foundation - OR,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10124,93-0800140,90.1,0.8760,0.0470,0.0750,0.09,4.41,0.1660,0.0780,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
6411,Providence Connections - PA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6108,25-1730893,89.01,0.7770,0.1690,0.0530,0.13,2.2,0.0280,0.0160,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
6412,Providence House - OH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10882,34-1336325,93.33,0.8140,0.0780,0.1070,0.13,1.36,0.1190,0.1040,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6413,"Providence House, Louisiana - LA",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9657,72-1205164,82.42,0.8030,0.0870,0.1080,0.12,0.53,-0.0700,0.2300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
6414,Providence Network - CO,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14372,74-2505406,84.45,0.8130,0.0700,0.1160,0.11,4.61,0.0050,0.0770,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
6415,Providence Place - TX,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5657,74-1168923,88.48,0.7800,0.1440,0.0750,0.51,1.64,0.0910,0.0330,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6416,Providence Public Library - RI,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4371,05-0262713,86.88,0.8180,0.1260,0.0550,0.06,1.25,0.1410,0.5540,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6417,Providence Rescue Mission - RI,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11914,05-0503326,75.44,0.8320,0.0720,0.0940,0.09,0.21,-0.0330,0.3970,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6418,Provincetown Art Association and Museum - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11574,04-2210747,73.22,0.6380,0.2100,0.1500,0.17,5.36,-0.0350,0.2380,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6419,Public Advocates - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16400,23-7103042,89,0.6740,0.1600,0.1650,0.14,2.94,0.0930,0.0270,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6420,Public Agenda - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16346,13-2847587,91.81,0.8110,0.1220,0.0660,0.08,1.13,0.1870,0.1230,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6421,Public Allies - WI,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7128,52-1759564,81.26,0.8880,0.0800,0.0310,0.04,0.05,0.0090,0.7040,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6422,Public Art Fund - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8410,13-2898805,77.76,0.6940,0.1040,0.2000,0.23,1.31,-0.0910,0.0120,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6423,Public Broadcasting Atlanta - GA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4828,58-2126423,82.15,0.6000,0.1530,0.2460,0.25,0.69,0.0610,0.1580,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6424,Public Broadcasting Council of Central New York - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5040,16-0876277,95.71,0.8300,0.0900,0.0780,0.09,2.23,0.0420,0.2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
6425,Public Citizen Foundation - DC,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5425,52-1263996,85.95,0.7690,0.0910,0.1390,0.14,1.28,-0.0040,0.2180,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
6426,Public Citizens for Children and Youth - PA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13818,23-2137461,94.03,0.8170,0.0960,0.0860,0.08,1.11,0.0250,0.0320,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6427,Public Counsel - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10821,23-7105149,92.07,0.8470,0.0770,0.0750,0.08,1.32,0.0590,0.0540,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6428,The Public Education Foundation - NV,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13535,88-0275767,88.53,0.8460,0.1240,0.0280,0.02,2.22,0.1850,0.1410,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6429,Public Education Foundation - TN,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13957,62-1356764,88.64,0.7910,0.1460,0.0610,0.08,1.86,-0.1140,0.0170,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6430,Public Employees for Environmental Responsibility - MD,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7419,93-1102740,91.26,0.9060,0.0640,0.0280,0.02,1,-0.0180,0.1120,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6431,Public Justice Center - MD,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14588,52-1412226,92.48,0.7970,0.0610,0.1410,0.14,1.08,0.0490,0.0270,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6432,Public Justice Foundation - DC,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16508,59-1730478,79.89,0.6730,0.1210,0.2040,0.18,1.57,-0.0310,0.1420,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
6433,Public Knowledge - DC,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12060,52-2336690,90.62,0.7660,0.1930,0.0400,0.03,0.76,0.1300,0.0550,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6434,Public Law Center - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12674,95-3709253,81.15,0.7540,0.1710,0.0730,0.07,0.14,0.0260,0.6150,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6435,Public Radio International - MN,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4377,41-1425271,85.2,0.8880,0.0450,0.0650,0.18,0.07,0.0170,0.3970,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6436,The Public Theater/New York Shakespeare Festival - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4232,13-1844852,89.24,0.8800,0.0380,0.0800,0.12,1.1,0.1210,0.0870,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6437,Publicolor - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11881,13-3912768,89.42,0.7860,0.0790,0.1330,0.12,0.79,0.0490,0.1080,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6438,Puente - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15759,37-1484262,95.74,0.7800,0.1320,0.0860,0.07,0.92,0.0960,0.0770,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6439,PUENTE Learning Center - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4378,95-4242175,86.6,0.7120,0.1910,0.0950,0.18,4.67,-0.0440,0.0080,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6440,Pujols Family Foundation - MO,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12563,20-2272546,86.56,0.8620,0.0580,0.0790,0.08,3.02,0.1690,0.0120,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
6441,Pulmonary Fibrosis Foundation - IL,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11173,84-1558631,84.51,0.6960,0.1410,0.1610,0.16,0.98,0.1980,0.4610,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6442,Pulmonary Hypertension Association - MD,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7572,65-0880021,90.24,0.7270,0.1300,0.1410,0.16,1.13,0.0620,0.1510,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6443,Pulse - MN,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17016,20-5425332,85.54,0.8490,0.0660,0.0840,0.09,0.11,0.4170,0.1860,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
6444,Puppies Behind Bars - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8403,13-3969389,98.04,0.8650,0.0800,0.0540,0.03,6.47,0.0720,0.0020,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6445,Pure Earth - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11750,13-4075779,97.74,0.8260,0.1170,0.0550,0.03,1.97,0.4560,0.2090,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6446,Pure Life Ministries - KY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17241,68-0095964,73.62,0.6870,0.2710,0.0410,0.09,1.35,-0.0620,0.0360,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
6447,pureHOPE - OH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12318,31-1124344,82.52,0.6850,0.1760,0.1370,0.12,0.66,-0.0230,0.0100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6448,Purrfect Pals - WA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17373,94-3127448,90.92,0.7580,0.1480,0.0920,0.08,1.38,0.0730,0.2440,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6449,Quality Deer Management Association - GA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16310,57-0941892,91.16,0.8640,0.0670,0.0670,0.15,0.56,0.1530,0.4360,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6450,Quebec-Labrador Foundation - MA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10839,13-6155399,92.79,0.8230,0.1080,0.0670,0.11,0.68,0.0750,0.0920,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
6451,Quiet Hour Ministries - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5888,95-6006642,75.03,0.5770,0.2370,0.1850,0.19,1.76,-0.2080,0.3300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6452,Race Forward - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15976,94-2759879,88.64,0.7030,0.2060,0.0890,0.11,1.09,0.1330,0.0610,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6453,Race to Erase MS - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8215,84-1238541,88.89,0.7190,0.1420,0.1380,0.16,2.19,0.0700,0.0880,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6454,Racine Art Museum - WI,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6999,39-1018155,85.66,0.7310,0.1470,0.1200,0.21,3.4,0.0150,0.0080,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6455,Radio Bilingüe - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8385,94-2472322,85.26,0.7520,0.1320,0.1150,0.11,0.81,-0.0540,0.3460,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
6456,Radio Milwaukee - WI,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14271,20-1257939,89.33,0.6750,0.1680,0.1550,0.48,2.3,0.0870,0.0170,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6457,Radio Nueva Vida - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9108,95-3685184,57.56,0.8140,0.0740,0.1100,0.14,< 0.01,-0.0300,1.6280,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6458,Radio Training Network - SC,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17119,58-1585542,68.18,0.9020,0.0490,0.0470,0.05,2.01,0.0760,0.0290,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6459,Radio Visión Cristiana - NJ,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4380,11-2729585,62.86,0.5960,0.2740,0.1290,0.17,0.67,-0.0120,0.3910,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6460,Rady Children's Hospital Foundation - San Diego - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5205,33-0170626,88.12,0.7560,0.0730,0.1690,0.16,0.86,0.3260,0.0130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6461,Rafiki Foundation - FL,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10527,74-2477089,92.3,0.9090,0.0690,0.0200,0.02,2.8,0.0070,0.0030,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
6462,RAFT - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8399,77-0365627,87.06,0.8380,0.0480,0.1120,0.26,3.67,-0.0180,0.0200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6463,The Ragdale Foundation - IL,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11597,36-2937927,82.16,0.7700,0.0850,0.1440,0.21,4.87,0.0120,0.0550,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6464,RAICES - TX,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17769,74-2436920,89.24,0.9310,0.0490,0.0180,< $0.01,0.79,0.7350,0.0790,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6465,Rails-To-Trails Conservancy - DC,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4381,52-1437006,90.68,0.7510,0.0990,0.1490,0.15,0.76,0.0990,0.1500,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6466,Rainbow Acres - AZ,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10307,86-0286420,81,0.7330,0.1120,0.1540,0.30,2.41,0.0030,0.0670,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
6467,The Rainbow Connection - MI,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12565,38-2608775,96.66,0.8980,0.0500,0.0510,0.05,0.69,0.1000,0.0300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6468,Rainbow Village - GA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13401,58-2181183,87.22,0.6640,0.1260,0.2090,0.19,5.4,0.3040,0.1020,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
6469,Rainey Institute - OH,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14712,34-6555952,91.18,0.8140,0.0920,0.0930,0.13,5.01,0.0770,0.0030,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
6470,Rainforest Action Network - CA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4382,94-3045180,93.6,0.8140,0.0350,0.1490,0.14,0.84,0.1600,0.0770,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6471,Rainforest Alliance - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4980,13-3377893,79.81,0.8190,0.0950,0.0850,0.17,0.14,-0.0630,0.5660,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
6472,Rainforest Foundation US - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7663,95-1622945,98.23,0.8680,0.0880,0.0430,0.04,0.53,0.3800,0.0370,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6473,Rainforest Trust - VA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11733,13-3500609,94.69,0.9570,0.0120,0.0300,0.02,0.74,0.5680,0.5710,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6474,Rainier Scholars - WA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8724,91-2045918,94.45,0.7920,0.0610,0.1450,0.13,1.78,0.0990,0.0300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
6475,Raleigh Rescue Mission - NC,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8679,56-6024168,91.47,0.7780,0.0660,0.1540,0.17,0.77,0.1370,0.0410,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6476,Rally Foundation - GA,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12835,20-1950849,94.69,0.9370,0.0200,0.0410,0.03,0.41,0.2060,0.4940,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
6477,Ramapo for Children - NY,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8243,13-5600422,93.98,0.8890,0.0540,0.0550,0.17,1.19,0.0840,0.2340,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
